tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt9627094,"This is a journey in which the creator of this documentary tries to find the origin for his creation. While driving on the freeway to Puzi, Chiayi County, WU Yao-tung and Tom continue a conversation left unfinished two decades ago. The dialogue falters; clearly they live in two different worlds. After traversing this journey for 20 years, the dark spectre entangled within the depths of the mind is never driven away.",Documentary,movie,Goodnight & Goodbye,Goodnight & Goodbye,0,2018,\N,65,Documentary
tt9627018,This is a low budget ethnographic Documentary that intends to present an honest approximation to the lives and recent past of the Wikina Wos ethnic group. it is them who narrate and lets us dive in their daily struggles and thoughts.,Documentary,movie,Na Sam,Na Sam,0,2018,\N,68,"Documentary,History"
tt9623376,"Path is the story of Jerry Vezzuso, a salesman from Brooklyn who decides to take his own destiny to arts whatever it takes.",Documentary,movie,Path,Path,0,2018,\N,18,"Documentary,Drama"
tt9621078,"It's nighttime in Barcelona after the terrorist attack in la Rambla, one of the city's most important touristic areas. The presence of the police carrying on a police operation alter the night life of the place, while trying to get on track about the tense and puzzling night that an injured Barcelona lived.",Documentary,movie,La Rambla That Night,La Rambla That Night,0,2018,\N,19,"Documentary,Drama,History"
tt9621072,Loida Zabala is an elite athlete in the modality of Parapowerlifting. She has participated in three Paralympic Games and it raises twice her weight. And people still ask her if she is a self-sufficient woman...,Documentary,movie,Strength,Strength,0,2018,\N,20,Documentary
tt9621054,"""Bécquer and the Witches"" is a feature documentary about the most romantic spanish poet Bécquer, and his time around Trasmoz, the witches village, the only doomed village by the Church in Spain.",Documentary,movie,Becquer and the Witches,Becquer and the Witches,0,2018,\N,82,"Documentary,Drama,History"
tt9621052,"Andrea Motis is a silent trumpeter, an alliance of ideas hard to combine, as her way across a world where fame is more valued than professional success. A film about life changes, fears, contradictions and jazz, a lot of jazz.",Documentary,movie,"Andrea Motis, the Silent Trumpet","Andrea Motis, the Silent Trumpet",0,2018,\N,81,"Documentary,Drama,Music"
tt9621046,"A miner's son travels to Buenos Aires ignoring that, at the same time, he begins another trip: the trip of the memory. Once there, he finds out a world-class historical event that happened near his hometown. None of his history classes never mentioned such events. Such events never were mentioned in the History classes. The young man navigates on both sides of the ocean chasing the tale of that revolution that he completely ignores, although he heard some stories from the elders of his native town.",Documentary,movie,The Tight Lips,The Tight Lips,0,2018,\N,91,Documentary
tt9606802,"A new phenomenon has swept through schools across America: vaping. It's in bathrooms and classrooms, in hallways and at proms. It's been sensationalized by media. NicoTeen gives a raw perspective on vaping as seen from an unfiltered teen's perspective.",Documentary,movie,NicoTeen,NicoTeen,0,2018,\N,8,"Documentary,History"
tt9604418,A film celebration of one of America's greatest choral directors.,Documentary,movie,Jubilate Trego: The Choral Legacy of William Trego,Jubilate Trego: The Choral Legacy of William Trego,0,2018,\N,97,"Documentary,Music"
tt9580316,"The Real Story behind the Swimming Pigs of Exuma. How the got there, who put them there and how they learned to swim.",Documentary,movie,Pigs Of Paradise,Pigs Of Paradise,0,2018,\N,75,"Adventure,Documentary,Family"
tt9572670,'A Hidden Star of Hollywood' who flies under the radar and helps people on a daily basis!,Documentary,movie,Hidden Stars of Hollywood II - Laurel Paley,Hidden Stars of Hollywood II - Laurel Paley,0,2018,\N,4,"Biography,Documentary"
tt9568756,"It is mockumentary. A film worker used a simple camera to shoot a young man Fung Chi Shing who often lingered in the evening to see his behavioral changes, values, and views of society in hopes of understanding him. The inner world, and visits the people he so called to understand his background and the reasons for this behavior and ideas.",Documentary,movie,The Dawn Never Comes,The Dawn Never Comes,0,2018,\N,63,Documentary
tt9566964,It's a film about interior world of aged people.,Documentary,movie,A Place For Old Men,A Place For Old Men,0,2018,\N,28,Documentary
tt9560438,"Through alternative music, ""Lima Grita"" [""Lima Screams""] displays a constellation of moments that become intertwined and develop a musical dialogue within a space.",Documentary,movie,Lima Screams,Lima Screams,0,2018,\N,79,"Documentary,Music"
tt9559626,"Nader Vakili, an Iranian-American plant geneticist, spends his adult life traveling the world with his wife, Mary Jane, their six children and six tons of tropical hardwood. Now at 91, and with his wife suffering from Alzheimer's, he faces his own mortality and the towering wood pile. The persistence of his creative expression, seen from the perspective of his children and Nader himself, is manifested in the elaborate wood sculptures that surround him in his rural Florida workshop. Picking up a hammer and chisel, he starts to carve again.",Documentary,movie,My Wild Heart: The Art of Nader Gholi Vakili,My Wild Heart: The Art of Nader Gholi Vakili,0,2018,\N,45,Documentary
tt9547790,Borderlanders is a documentary film following a motorcycle ride along the Texas/Mexico border taken in March of 2018. Each day chronicles interviews with borderlanders sharing their views of what everyday life is like along the border and their opinions on the proposed wall.,Documentary,movie,Borderlanders,Borderlanders,0,2018,\N,51,"Adventure,Documentary,History"
tt9546244,Five identical brothers embark on a life-long struggle for personal independence from one another.,Documentary,movie,Quintuplets,Quintuplets,0,2018,\N,90,"Biography,Documentary,Drama"
tt9540838,Filmmaker Allison Quiller explores the growth a professional youth theater program that was created for her and her peers sixteen years before.,Documentary,movie,KID Show,KID Show,0,2018,\N,46,"Documentary,Family"
tt9534442,"Take an on the ground journey through two critical elections of 2018 - the Mexican general election, and the United States' mid-term elections. In West Virginia, Richard Ojeda, a former Major in the US Army (and now 2020 US Presidential candidate), runs for congress as a Democrat in a deeply Republican district. Can he flip a red seat blue? Can a group of ex-coal miners learn computer coding and find employment in the new digital economy? And can a group of young woman band together following the depths of opioid addiction to successfully restart their lives? Meanwhile, on the other side of the border, Mexico has spent much of the last century dominated by the same political party. But in 2018, Andres Manuel Lopez Obrador began a shocking rise. What's behind this new movement? And can it withstand the pressures of corruption and political violence? From the misty mountains of West Virginia to the indigenous villages of Oaxaca, this is what democracy looks like. And we are at a breaking point.",Documentary,movie,Breaking Point: The United States and Mexico at the Ballot Box,Breaking Point: The United States and Mexico at the Ballot Box,0,2018,\N,69,Documentary
tt9504436,"A baby named Sarah was diagnosed with the blindness, but her parents realize that her right eye has a slight sight. They look at the realities and start to record the whole life of their daughter growing up. One day, Sarah struggles to release a pigeon in the cage. On another day she walks around serenely. Here her life is painted in various brilliant times.",Documentary,movie,Sarah,Sarah,0,2018,\N,52,Documentary
tt9500236,Take a breath. Make a move. And the shape changes.,Documentary,movie,Potter,Potter,0,2018,\N,11,Documentary
tt9484580,"Daughters of the Polo God set in Manipur, India is a unique story of girls and horses empowering each other. It is a story about saving an endangered breed of pony and empowering women in the sport of polo at the same time.",Documentary,movie,Daughters of the Polo God,Daughters of the Polo God,0,2018,\N,33,"Documentary,Sport"
tt9475908,"Rhonda Ivey, a former crack addict, makes a full recovery with the help of local community programs.",Documentary,movie,Rhonda's Treasures,Rhonda's Treasures,0,2018,\N,4,Documentary
tt9471206,"Three grandmothers explore the unknown in a poignant, surprising, and at times hilarious look at what happens to the creative process when every body dances.",Documentary,movie,Life After Life,Life After Life,0,2018,\N,54,"Comedy,Documentary,Family"
tt9465358,A Short Documentary about exactly what happens to your body on a night out - after consuming many substances.,Documentary,movie,All Night Bender (No Surrender),All Night Bender (No Surrender),0,2018,\N,5,"Documentary,News"
tt9464436,"Magnolia has Rett Syndrome, but that does not define her. In fact, that's only part of her story.",Documentary,movie,Magnolia's Hope,Magnolia's Hope,0,2018,\N,60,Documentary
tt9461382,"Colette is a 70 year old French woman that works as a fortune teller in her apartment in Madrid. She lives alone, spending her live doing videocalls and having sporadic encounters with a young neighbour. Her peculiar relationship with her past floats in the ambience.",Documentary,movie,Colette,Colette,0,2018,\N,29,"Documentary,Mystery"
tt9455514,Three locals will lead us through the history and folklore of the Devil's Bridge in central Wales.,Documentary,movie,To Make a Crossing,To Make a Crossing,0,2018,\N,13,Documentary
tt9450410,This is a psychological documentary that focuses on rooting out the causes of increasing crimes among people and it warns the audience that anyone can be in the position of any of the defendants of the film.,Documentary,movie,Sleeping While Awake,Sleeping While Awake,0,2018,\N,73,"Crime,Documentary"
tt9449706,"Quilla experiences the joys and struggles of balancing motherhood and her life as an electronic musician and collage artist in this sweet, surrealist, and synth-laden documentary.",Documentary,movie,A Storm of Crumbs,A Storm of Crumbs,0,2018,\N,7,"Documentary,Music"
tt9447006,A brother finds out he is Black in Berlin.,Documentary,movie,Emails to My Little Sister,Emails to My Little Sister,0,2018,\N,35,Documentary
tt9446774,"The documentary 'EL AUSTRIACO' portrays Nathalie, who is arrested by the airport police in Bogotá in 2011 and accused of drug smuggling. Unsuspecting, she is misused as a drug courier and finally sentenced to seven years imprisonment in Colombia as a supposed smuggler. Her father, Robert, leaves his normal life in Austria behind and fights with every means at his disposal to free Nathalie from the claws of Colombian justice. A film about a country of contrasts and uncompromising fatherly love.",Documentary,movie,El Austriaco,El Austriaco,0,2018,\N,59,Documentary
tt9431330,"Are the canons of modern film criticism unable to appreciate melodramatic performance forms? Is song and dance an inferior form of storytelling? Why do Western audiences love the very aspects of popular Indian cinema that Western critics dismiss as pastiche? Can there be standardised parameters for reviewing diverse national cinemas? Who sets those benchmarks? Do films from colonised nations suffer from post-colonial racism? Does culture influence film criticism?... These and many other questions exploring 'alternate perspectives to film reviewing and an Indian way of filmmaking', shape the interviews-driven drama in this thought-provoking, ideation documentary. 12 international scholars, critics, writers, curators, actors and filmmakers from two continents come together to discuss the universal pleasures of Indian cinema and debate some fundamental misconceptions around the reception and review of the 'unique' narrative attributes of the world's most-prolific, much loved film industry, that is fast emerging as 21st century's most influential national cinema after Hollywood.",Documentary,movie,Pleasures Prejudice Pride - An Indian Way of Filmmaking,Pleasures Prejudice Pride - An Indian Way of Filmmaking,0,2018,\N,100,Documentary
tt9429520,The film follows individuals across a wide spectrum of political and philosophical beliefs as they engage in a debate concerning gun legislation in Oregon in the aftermath of a shooting at the Clackamas Town Center Mall in Oregon in 2012.,Documentary,movie,101 Seconds,101 Seconds,0,2018,\N,81,Documentary
tt9428090,"Vision is our most important sense, but we so easily take it for granted, hardly reflecting on what its loss would mean. This documentary takes us to the heart of that unwelcome and terrifying journey, interweaving the dramatic recounting of how eight individuals connected to ""dining in the dark"" restaurants lost their sight and overcame tremendous trials and tribulations. And yet, the message that emerges is less about what was lost, and more about the profound insights that were gained. The hard-earned wisdom that these remarkable individuals offer is a gift that can transform our outlook and give new meaning to our lives, as we discover what it truly means to ""see.""",Documentary,movie,Seeing Through the Dark,Seeing Through the Dark,0,2018,\N,60,Documentary
tt9427536,"We Stand Corrected: Dannemora takes an in depth look at the notorious 2015 escape from Clinton Correctional Facility, New York State's largest maximum security prison. The film gives a voice to current Corrections Officers whose lives have been impacted by the fallout and cannot speak to media, per state law. Including interviews with retired officers, state officials, and local law enforcement, the film explores circumstances that led to the escape and the consequences from it. We Stand Corrected: Dannemora offers an alternative narrative to Ben Stiller's current Showtime limited series, Escape at Dannemora.",Documentary,movie,We Stand Corrected: Dannemora,We Stand Corrected: Dannemora,0,2018,\N,73,"Crime,Documentary,News"
tt9424540,Ten days with Art is a TV-hour documentary offering a rare and intimate experience with renowned international artist Arthur Secunda as he struggles at 90 to paint due to Parkinson's Disease and poor vision.,Documentary,movie,Ten Days with Art,Ten Days with Art,0,2018,\N,47,"Biography,Documentary,Drama"
tt9423158,Can we recover confidence someday?,Documentary,movie,Healing Art,Healing Art,0,2018,\N,78,"Documentary,Drama"
tt9420548,"Since the early 1960's, wild man Ludo Mich has been actively operating on the fringes and the fringes of the fringes of the Antwerp underground art scene.Since the early 1960's, wild man Ludo Mich has been actively operating on the fringes and the fringes of the fringes of the Antwerp underground art scene. Ludo has produced a significant body of work across visual art, holographic sculpture, film, performance, science and philosophy.",Documentary,movie,Ludo Is Fantastic,Ludo Is Fantastic,0,2018,\N,\N,Documentary
tt9419672,This film is a documentary about a police officer who is shot in his forehead while arresting an armed thief,Documentary,movie,When sparrows scream,When sparrows scream,0,2018,\N,42,"Biography,Crime,Documentary"
tt9419670,"Banu today continues to swim as cheerful as she was when she first touched the waters as a toddler, untouched by all the failures and negativity around her and keeps adding to her volley of 75 state level and 16 international medals. Her ultimate dream is to participate in Olympics and hear the words ""take your mark"" while standing at the starting block. May this little girl from an ordinary family realize her dream is everyone's wish !",Documentary,movie,Take Your Mark Banu,Take Your Mark Banu,0,2018,\N,68,"Documentary,Sport"
tt9418304,"Told by WWII U.S. Eighth Air Force Bombardier Lt. Charles Woehrle, one of 10,000 prisoners in Stalag Luft III - depicted in the movie 'The Great Escape.' At age 93 this remarkable man and gifted storyteller relives flying bombing missions with the 'Mighty Eighth,' being shot down, his capture by the Nazi's and surviving two long years of uncertainty and tremendous hardship as a PoW. A saga filled with grit and grace Charles Woehrle is one of the thousands of heroes from the Greatest Generation who has much to teach us about war and about life.",Documentary,movie,Stalag Luft Iii - One Man's Story,Stalag Luft Iii - One Man's Story,0,2018,\N,104,"Documentary,War"
tt9415116,"Six black men speak out on being sexually abused, a terrifying chronicle of guilt, forgiveness and hope.",Documentary,movie,Untold Story,Untold Story,0,2018,\N,27,Documentary
tt9413896,"Nyapala is a 30-minute documentary that follows Byson Kaula, a Malawian man who was convicted of murdering his farm worker and sentenced to 23 years in a maximum-security prison before being released in 2015. It starts with a captivating account of how he was appointed the prison's senior 'Nyapala', a position of trust that made him the 'bridge between prisoners and the prison authorities.' The film then places us alongside Byson as he goes about his post release work with the Prison Fellowship Malawi, an organisation that works to improve the lives of prisoners suffering in the country's overcrowded prisons. Through Byson we understand many of the issues facing the criminal justice system in Malawi and the death penalty generally. We are taken into Byson's world as he recounts the horrors he endured on death row in the country's maximum-security prison, including the death of his wife, his attempt at suicide, and coming moments away from being executed by a machine that 'kills like a chicken' on two occasions. And we celebrate the relief his release brought his mother who tried all she could to get him out of prison.",Documentary,movie,Nyapala,Nyapala,0,2018,\N,30,Documentary
tt9412468,"In september 2017 Samira comes from Iran to Sarajevo, BH for the first time to shoot a documentary. She tries to connect with the country and people. In order to find people who traveled from far places like her, she attempts to visit a refugee center, but all she finds are closed gates as she isn't allowed to see any",Documentary,movie,To Be Far,To Be Far,0,2018,\N,9,Documentary
tt9408742,"The author of the film finds ideas and improvisation in one or more of the 250 boxes that he has kept hidden for so long. Now, through the characters of this story, he wants to free them. To do this he decided to use the metaphor of the move and some atavistic themes as a trace, to open a channel of communication with society. The film is divided between questions and answers. You sit in front of me the actor, I'm the director, I listen to you. Your answers will take us to history.",Documentary,movie,Esame di Lealtà,Esame di Lealtà,0,2018,\N,90,"Biography,Documentary"
tt9408052,"On Feb. 14, 1974, Ross Cordaro, a gifted athlete and freshman football player for the Dunmore Bucks, was injured in a freak wrestling accident that left him a quadriplegic. His chances of walking again were very slim. Just 14 years old at the time, it led him to becoming the youngest patient at Allied Services for medical care and physical therapy. Through hard work and determination, Ross took his first steps just nine months after the accident. Prior to the annual Thanksgiving morning game between the Bucks and West Scranton Invaders, Ross surprised the Scranton Memorial Stadium crowd by walking to midfield in an emotional scene. This film shows Ross's setbacks and triumphs through present day. Ross Cordaro's Don't Quit attitude continues to be an inspiration to many.",Documentary,movie,Don't Quit - The Ross Cordaro Story,Don't Quit - The Ross Cordaro Story,0,2018,\N,53,Documentary
tt9386390,"Through the power of education, one woman's vision and determination transform the lives of 1,000 girls in China's rural Shaanxi Province.",Documentary,movie,Spring Bud,Spring Bud,0,2018,\N,21,Documentary
tt9382590,"Why sheep? Sheep Seasons sweeps us into a year in the life of 18 ewes, 1 ram, and 19 lambs as they bond and separate, learn how to be sheep, grow and lose their wool. An original cello score and compelling videography make their story unforgettable.",Documentary,movie,Sheep Seasons,Sheep Seasons,0,2018,\N,17,Documentary
tt9381320,"The wind whips the Caribbean Sea over the railing of the 'Malecon', where fishermen stand and cast their fishing rods, while kissing lovers photograph themselves. On the mouldy facades of formerly magnificent buildings on the waterfront, wet laundry has been hanging for days, unwilling to dry. It is winter in Havana. Four people, four destinies in a unique city. Accompanied by magical images of picturesque architecture and nature, far removed from the advertisements promising romance, sun, beach, cigars and vintage nostalgia. The film offers insights into the reality of life of the idiosyncratic, socialist island state that is still under the embargo of the United States, to which the Cubans respond with solidarity and zest for life, with a clenched fist on the outstretched arm calling 'Viva la Revolución'.",Documentary,movie,Winter in Havana,Winter in Havana,0,2018,\N,\N,"Biography,Documentary"
tt9378944,"After a failed attempt to make a documentary about a Sudanese woman who bleaches her skin, filmmaker Eiman Mirghani turns the camera around to discover her own relationship with her skin color and how it has affected her life as a young, Afro-Arab woman living in the Middle East.",Documentary,movie,The Bleaching Syndrome,The Bleaching Syndrome,0,2018,\N,19,Documentary
tt9377262,"Combining unseen period footage with original scores from that era, 'Syncopated Ragtime' tells the story of Noble Sissle incredible life journey that spans ""The Harlem Hellfighters"" of World War I, Broadway Theatre, the Civil Rights movement, and decades of Black cultural production.",Documentary,movie,Noble Sissle's Syncopated Ragtime,Noble Sissle's Syncopated Ragtime,0,2018,\N,23,Documentary
tt9375212,Two Americans return to Russia to reconnect with orphans they worked with a decade earlier at a summer camp in the Siberian countryside.,Documentary,movie,Camp Siberia,Camp Siberia,0,2018,\N,40,Documentary
tt9374320,"The two lives of Alexandra Kluge, one of the defining actresses of New German Cinema",Documentary,movie,I feel cold even in summer/The two lives of Alexandra Kluge,I feel cold even in summer/The two lives of Alexandra Kluge,0,2018,\N,80,"Biography,Documentary"
tt9367778,"A young woman from Michoacan, Mexico shares her family's salsa recipe and reflects on the current political climate.",Documentary,movie,Salsa Molcajete,Salsa Molcajete,0,2018,\N,5,"Biography,Documentary,Family"
tt9363466,"The negative imagery of African Americans are not only affecting how other races view African Americans; these images are affecting how African Americans view each other. This documentary explores why TV, music and media are a prime reason why African Americans are viewing each other negatively.",Documentary,movie,Regularly Scheduled Programming,Regularly Scheduled Programming,0,2018,\N,76,Documentary
tt9363072,"Waking Dream weaves together the stories of undocumented young people as they sit in limbo between deportation and a path to citizenship. In 2012, DACA (Deferred Action for Childhood Arrivals) gave 800,000 undocumented young people, who had been in the U.S. since they were small children, a chance to work legally, go to college, start businesses, and pursue the ""American Dream."" When the program was rescinded by the Trump administration in 2017, DACA recipients suddenly risked losing it all. Waking Dream follows the unfolding fate of six of these young people as they fight for legal status in the U.S., struggle with the deportation of family members, and pursue their dreams in a country that is trying harder and harder to push them out. They know the wide eyed hopes of their younger citizen siblings and children, as well as the pain and sacrifice of their undocumented parents. They know their fate must go one direction and they are fighting for their future in America.",Documentary,movie,Waking Dream,Waking Dream,0,2018,\N,52,"Documentary,Family"
tt9362706,"The film tells the story of a school excursion by a class of high school students who left in the footsteps of the lawyer Maximilien Robespierre. For this purpose, they are guided by the President of the Association des Amis de Robespierre pour le Bicentenaire de la Révolution (ARBR) and meet during their trip a professor from the University of Lille, a specialist in the French Revolution. Combining scenes of historical fiction, lively debates between the students and their guide, and off commentaries, the film show us six scenes from the life of the most famous of the arrageois. He stops at the departure of the very young deputy of the Tiers for Versailles where he will represent the 'Savetiers-mineurs' he helped to write their grievances. Throughout their journey, high school students discover, through the famous causes defended by the young lawyer, the stubborn defender of the people, the oppressed, and the gradual emergence of his political thinking. The film adopts an educational and entertaining point of view, offering the viewer an objective look that makes him want to know more about the character.",Documentary,movie,In Robespierre's Footsteps,In Robespierre's Footsteps,0,2018,\N,78,"Documentary,History"
tt9196234,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Western,movie,Prospectors The Forgiven,Prospectors The Forgiven,0,2018,\N,94,Western
tt8590114,"While on the run, Erwan, a young defector, meets Celia, a lost soul who joins him in his getaway. They are both trailed by an old man, Institoris, sent by the system to track them down and seize them, dead or alive.",Western,movie,ultravoKal,ultravoKal,0,2018,\N,94,"Drama,Western"
tt7468604,"Four of the West's most infamous outlaws carry out a daring bank heist in the gold-rush town, Bath Water. As the posse takes chase, things take a turn for the worse, as the bandits realize they've been double-crossed - but by who?",Western,movie,A Fistful of Lead,A Fistful of Lead,0,2018,\N,86,Western
tt3209242,A bounty killer is hired by a Mexican landowner to rescue his daughter after she's kidnapped by a gang of outlaws on her wedding day.,Western,movie,The Bounty Killer,The Bounty Killer,0,2018,\N,87,"Action,Western"
tt8554826,"The son of a hangman gets involved in a gunfight with the men who killed his father. When one of these men is killed, the son is arrested and tried by the territorial hanging judge. The young man's fate is now in the hands of another hangman.",Western,movie,Cheat the Hangman,Cheat the Hangman,0,2018,\N,88,"Drama,Western"
tt10637886,"Set in a forgotten corner of the American South, a young boy and a stoic gunslinger seek revenge against a shared enemy. Despite their deadly focus, the journey becomes complicated as they encounter other inhabitants of this bizarre world.",Western,movie,"Elsewhere, TX","Elsewhere, TX",0,2018,\N,84,Western
tt9430524,"The last sequence of a Western is ready to be shot. In the blink of an eye, the Director decides to modify the classical happy ending, because revenge is not happy - and it is never the end of the conflict. He travels the world, horseback riding, seeking a better solution for any war.A Spanish film director finds himself tired of the stereotypical western movie endings based on revenge so for his movie his decides to take an unusual turn, therefore he goes around the world looking for new ideas on how to end his western movie. He finds victims of terrorist attacks, genocides and much more who have learned to forgive",Western,movie,The Greatest Gift,El mayor regalo,0,2018,\N,107,"Comedy,Drama,Western"
tt4121152,"Set in drought-plagued Northern California in 1976, The Divide chronicles the story of Sam Kincaid (King), an aging rancher with a failing memory, his estranged and independent-minded daughter, Sarah, and Luke, a young ranch hand who finds himself in the midst of a family in crisis. Internal struggles, the realities of an unforgiving landscape, and the need to reconcile a long-ago tragedy collide to create the backdrop for this classic American Western.",Western,movie,The Divide,The Divide,0,2018,\N,\N,Western
tt6211472,Jerry and Carl have conned their way from one small Texas town to another and the plan for their final con goes haywire when one of them falls in love with Maureen. Not to mention the bumbling P.I. who is hot on their trail.,Western,movie,Shoot the Moon Right Between the Eyes,Shoot the Moon Right Between the Eyes,0,2018,\N,75,"Comedy,Musical,Western"
tt8672196,"1870's America. A Chinese immigrant falsely accused of murdering a white woman is viciously hunted down; he'll have to prove his innocence in a time when people of color had ""no legal rights"" and could be bought and sold for a profit. Railroad to Hell: A Chinaman's Chance explores the exploitation of Chinese workers during the building of American railroads. The workers not only spent long hours, but the work was often dangerous and fatal. The Chinaman is a fugitive on the run, and all odds are against him. While stealing a horse was a hanging offense in the Old West, our fugitive knows that killing a Chinaman is not a crime.",Western,movie,Railroad to Hell: A Chinaman's Chance,Railroad to Hell: A Chinaman's Chance,0,2018,\N,90,"Drama,Western"
tt5351576,A gunfighter from the old west returns from the grave to stop a blood thirsty werewolf motorcycle gang from terrorizing a small town.,Western,movie,Howlers,Howlers,0,2018,\N,92,"Action,Horror,Western"
tt5237796,"A gambler turned bounty hunter transports a high-priced outlaw to his hanging, unaware that they are being chased by a ruthless murderer and his gang of thieves for money hidden by the outlaw.",Western,movie,The Price of Death,The Price of Death,0,\N,\N,\N,"Action,Western"
tt9198440,"A renowned shootist and his friend get mixed up with a con artist and a vigilante group while performing a shooting exhibition in the town of Flat Oak.Upon their arrival in Flat Oak for a semi-centennial celebration, renowned shootist Mance Dixon and his friend Clabe run into a surviving victim of a vicious vigilante group known as The Tramplers. Offering her protection once in town, matters become complicated when a con artist posing as a mythologic killer lends his services to a large cattle baron heading the hired killers. After further run-ins with a demented family and a trio of scalphunter brothers, all roads lead back to Flat Oak for an inevitable massacre that will forever alter the fate of the once peaceful town.",Western,movie,The Rogues of Flat Oak,The Rogues of Flat Oak,0,2018,\N,94,Western
tt8009578,An aging lawman is convinced a mysterious stranger arrested in his small town is innocent. His investigation stirs up a hornet's nest that will change the town forever.,Western,movie,Texas Cotton,Texas Cotton,0,2018,\N,88,"Crime,Mystery,Western"
tt6821206,"A seasoned US Marshal is ambushed while tracking a murderous band of outlaws along the southern border of the United States. Left for dead, the Marshal is saved by a lost Navajo boy with whom he forms an unlikely friendship. It takes all of the Marshal's survival skills to protect them both as they take the young boy back home to Navajo country in Monument Valley.",Western,movie,Run for the High Country,Run for the High Country,0,2018,\N,84,Western
tt6833964,"1931 in Mexico, under pressure from Sonora goverment, a group of people are forced to take a trip to Mexicalli, where they will have to face the racism and other kind of dangers through the dangerous dessert.",Western,movie,The Devil's Highway,Sonora,0,2018,\N,\N,"Drama,Thriller,Western"
tt5941336,"Sudsy Slim Rides Again"" is an action-comedy-heist movie about two fugitives who break out of prison and in an attempt to escape the town they're held up in, kidnap the town's most famous resident - The mummified body of Sudsy Slim.",Western,movie,Sudsy Slim Rides Again,Sudsy Slim Rides Again,0,2018,\N,\N,Western
tt7730102,"A tenderfoot from Philadelphia, two misfit gamblers on the run, and a deadly preacher have a date with destiny in a boom town gone bust called Big Kill.",Western,movie,Big Kill,Big Kill,0,2018,\N,126,"Action,Western"
tt4346036,"When the woman he loves commits herself with another, Joe, a ridiculous huaso who thinks he is a cowboy, steals from him a valued horse in which he embarks on a journey where he meets singular characters who convince him to fight again for her.",Western,movie,American Huaso,American Huaso,0,2018,\N,\N,"Comedy,Romance,Western"
tt8924518,"In writer/director Christopher R. Mihm's ""post-apocalyptic-spaghetti-Midwestern,"" a man with no name is forced into a world of danger and bloodshed after he saves a scientist and a gifted child from a horde of radiation-scarred mutants. Though he would prefer to stay hidden until he can escape to a new life, something about the child-and the murderous ""Death Dealers"" hunting her-makes him realize he has no choice but to protect her or risk being responsible for the potential extinction of the human race.",Western,movie,Guns of the Apocalypse,Guns of the Apocalypse,0,2018,\N,88,"Action,Adventure,Western"
tt8908288,"One year has passed since the Rebel Uprising and the death of Jeremiah McKinley; Royce O'Connell is on the trail to rescue his friend Eli and bring down the Company, an organization that caused the death of Colton Barnes. Charlie Porter is back, alive and well, and on a mission to find Royce and bring him in, as she blames him for the death of Colton. With her on her mission is young deputy marshal Stephen Cooper, who is eager to show that he is no greenhorn. As Royce tracks down members of the company, he encounters a young, adventurous girl named Victoria, as well as bounty hunter Lee Conners, a man from Royce's past who's loyalty is only to himself.",Western,movie,Marshal Law: Reconciliation,Marshal Law: Reconciliation,0,2018,\N,207,Western
tt8426594,"A plains-woman faces the harshness and isolation of the untamed land in the Western frontier of the late 1800s.A supernatural thriller set in the Western frontier of the late 1800s, The Wind stars Caitlin Gerard (INSIDIOUS: THE LAST KEY) as a plains-woman driven mad by the harshness and isolation of the untamed land. The film is directed by Emma Tammi, written by Teresa Sutherland and stars Gerard, Ashley Zukerman, and Julia Goldani Telles. It was produced by Soapbox Films and Divide/Conquer.",Western,movie,The Wind,The Wind,0,2018,\N,86,"Horror,Western"
tt4985906,"Taking place during 1876 in Montana, a ruthless headhunter tracks his own brother through Big Sky country with the help of a young fur trapper.",Western,movie,Any Bullet Will Do,Any Bullet Will Do,0,2018,\N,110,Western
