tconst,convert_text,genres
tt7997042,life seems perfect hideki lives beautiful wife new suburban flat one day called colleague visitor comes see office reaches reception hideki baffled learn visitor already gone leaving memo unborn daughter name chisa two years later colleague dies mysteriously hideki house attacked sinister presence protect family hideki asks help journalist nozaki prestigious exorcist performs ritual break unknown spell come learn dealing beyond imagination,"Drama,Horror,Mystery"
tt5667334,magical realism movie anjali death baffling mystical circumstances follows ring around rose magical realism movie anjali death baffling mystical circumstances follows anjali important mission murdered however anjali soon finds back day murdered recollection anjali uncover mystical mystery time killed,Mystery
tt9327378,priest recovering death mother targeted mysterious cultplagued guilt recent murder mother father harris takes desolate country road way home night heavy drinking startled crippled woman middle street help sight priest follows deep woods mysterious cult surrounds inexplicably lets go haunted visions father harris questions faith delves deeper investigating demonic cult satisfy morbid curiosity finds maelstrom unmitigated chaos sends insanity slowly pushes face face pure evil chilling horror thriller,"Horror,Mystery,Thriller"
tt8650030,karthik atheist investigates series suicides believed act god people village subrahmanyapuram,"Drama,Mystery,Thriller"
tt6250554,ben inexperienced criminal attempt robbing smalltown restaurant quickly spirals control trapped inside girlfriend adie graham clever sociopath manager masterminded theft order cover evidence embezzlement ben tries keep involvement secret whilst negotiating police adie plays fast dirty game deceit manipulation order come top matter gets hurt,"Action,Crime,Drama"
tt7335732,group misfit filmmakers document experiments remote viewing alleged paranormal ability perceive remote hidden targets using extrasensory perception,"Drama,Horror,Mystery"
tt6250792,struggling novelist moves wife young son old country home presence begins communicate son family must escape evil threatens doom house eternitya struggling novelist moves wife young son old country home intends write next bestseller presence begins communicate son tortured family must fight escape evil threatens doom house eternity,"Drama,Horror,Mystery"
tt8723216,unexpected gruesome death student threatens existence old catholic school girls pat consolacion bea alonzo school guidance counselor involves students hopes helping cope time uncover mysteries student death students suspect strict borderline abusive mother alice charo santosconcio also threatened pat tenure school continuous meddling case pat unusual talents lead knowing eri former student watching whole school years piece piece pat uncovers secret school monster nurtured past century,"Crime,Drama,Horror"
tt9074710,young pregnant mother disability arrives mysterious house experiences series strange events lead believe someone kept prisoner within house,"Horror,Mystery,Thriller"
tt9829092,november th one atrocious events happened cuban territory regiment voluntarys spanish army along spaniard corrupt government ruled island conspired destroy lives students medicine resolution young students maintaining dignity injustice involved reaction fair spanish men inexplicable situation events developed never told roll fermn valds discovery truth change insight story based true events film debt cuban history settled,Drama
tt9800602,lonely ageing psychoanalyst lives day life going end suddenly,Drama
tt9799044,intense life altering journey teenage girl indian city,Drama
tt9747894,fifty years slow avraham heffner prize venice film festival top alumni jerusalem sam spiegel film school challenge legendary black white thirteeenminute short penetrates essence quarrel reconciliation elderly couple tel aviv voice stream consciousness heroine poignant selfexamination serves launching pad six modernday interpretations couplehood laced together contemporary israel,Drama
tt9740064,arriving back home navy todd helmsley discovers perfect family,Drama
tt9716778,emotional bond artist art impact humanism,Drama
tt9646364,young man testifies mother killing father secondhand smoke inspired documented cases pack weaves together jury cinema verite style deliberation provocative courtroom testimony flashbacks family intimate home movies ambitious assistant district attorney carlos leon big lebowski prosecutes wife mother arnaz murder yearold husband dies lung cancer yearold son decides testify first appears ridiculous case one juror doubts inspiration student moss force jury intriguing emotional complicated choice regarding addiction loyalty individual responsibility,Drama
tt9635260,fukushima worst nuclear disaster since chernobyl take decades billions dollars keep multiple meltdowns control spewed radiation reached far american west coast people displaced nogo zone eight years story hardly makes headlines journalist yuri kageyama turns poetry dance theater music film remind us human stories must forgotten film documents performance directed carla blank brings together multicultural cast artists create provocative theater dance music news fukushima literary prayer japan explores friendship women juxtaposing intimately personal catastrophic,Drama
tt9598766,one family shenzhen four decades china,Drama
tt9570416,women addicted alcohol still taboo,Drama
tt9523112,follows journey natalie honey bee sorensen underage truck stop prostitute trapped human trafficking ring transplanted foster care remote northern ontario forced confront identity,Drama
tt9497076,hequn road guiyang city xiao bang friends startup collects money debt owners via cooking house meanwhile cash special symbol travels xiao bang grocery store owner convenient store owner hair salon owner nurse etc connects together shows simple happy lives xiao bang actually nice responsible man realizes needs something help society decides open bookstore hequn road unexpected firework night seems bring new hope everyone life next day hequn bookstore opens offers freelending service everyone lives residents huqun road keep going,Drama
tt9461496,surya quintessential playboy loves constantly pursuit girls childhood friend ananya indulges infatuations despite deeply love happens surya realises late ananya love,Drama
tt9441978,ruwan goes traumatic suspenseful life changing journey trying make expensive maiden feature film done sort creative work post war sri lanka exists atmosphere uncertainty quick profit ruwan buddies try engage everyone around life getting sucked vortex crises extreme sacrifices made everyone,Drama
tt9431360,movie based village boy basically classical singer family comes city college higher studies come across many love hate situations finally gets love win odds,Drama
tt9384460,family blood story two fathers son waiting beloved woman takami wake coma takami son koki high school student kind calm always two best friends eagers wake mother rigorous father yoshiharu businessman staying hospital day night lose job even try hard nothing changed koki searched found mother exhusband gota exthug yakuza living misato owner bar gota always drunk wandering around koki visits gota bar ask speak mother thinking gota voice might wake yoshiharu admit son get closer gota considers koki biological father kept secret son one day koki hears father talking secret mother coma becomes violent everyone fathers try get koki back line different way struggles one begins realize family project first film director fumihiro imai working gaffer assistant director create cinematographic world written script asked professional staffs worked join project dp nakazawa camera captures downtown tokyo subtle transformation person beautifully,Drama
tt9379356,depressed college student wants seek psychiatric help parents plans mind,Drama
tt9364396,dedicated girls women homeland time silently dreaded violence war poverty longing yet never seize dream,Drama
tt9342474,young woman reveals friends moving another town new friend gives ghost tours attempts persuade throw party empty house,Drama
tt9288026,three actors break theatre celebrate rite sofocle antigone,Drama
tt9275742,set time nhs uk replaced private health care high price brad watching girlfriend tina becoming unwell needs precious medication fight infections brad takes advice work college borrows lot money feared gangster known mr return mr brad driving packages drugs around night brad almost paid debt seen massive improvement tina health almost home free plan takes wrong turn brad go run,Drama
tt9253134,felicity first date could nt get worse date might become abductor,Drama
tt9202704,going painful memories like taking boat river full dead bodies,Drama
tt9187440,diagnosed alzheimer father son take enlightened road trip,Drama
tt9182954,story three dispossessed people times rising communalism right wing forces adaptation dostoevesky premchand short stories film minimalist sparse look alienation small town photo studio owner protagonist gulmohar finds completely sync changing times dug deep abyss mass media pornography order escape mundane existence takes flight world dreams ironically experiences emotions idealism world dreams explores relationship sex professional betrayal guilt redemption falls love film meeting political poetic film follows back forth movement time concentrates specific episodes life protagonist episodes extremely abstract representation therefore extremely stylised voiceover form dialogue immediate environment audience,Drama
tt9182402,juan thirteen year old boy travels blind father chilhood town north argentina discover unknown side father take path adulthood,Drama
tt9179040,inspired real events fictionalized creative prospect ekram based life common muslim youngster arrested anti terrorism unit sneaking meet girlfriend arrest easy way unit complete task framing man infamous community,Drama
tt9168706,complex tale interweaving relationships gay occupational therapist london explores meaning love healin complex tale interweaving relationships greek immigrant london explores meaning love heal poised follows story aris gay occupational therapist carries weight previous relationship gone wrong yet chance encounter richard seems allow chance love aris relationship richard deepens friendship anna patient care suffers rare neurological syndrome leaves paralysed anna recovers use limbs finds come rely aris much support fact discovery husband unfaithful illness triggers realisation feelings aris romantic ties bind emotion propriety begin unravel tangled net woven hold secret catch,Drama
tt9168196,damaged broken closest three women cross paths park find solace pain alzheimer patient reminds forget live,Drama
tt9145448,crude oil comes middle aged woman body one hand empowering hand bringing uncertainty paranoia life male paranoia build body malfunction oil gradually trivialized solve small family issues condition gets exacerbated body,Drama
tt9114704,sunyoung middleaged woman alienated home work addicted exercises keeps balance life however surroundings prevent working,Drama
tt9104922,reporter writes places historic locations ganesh travels village new story friend vishwa stays nearby town hence ganesh decides stay however upon reaching house shocked find leaving aging mother young widowa scintillating tale relationships misunderstandings expectations old rituals extending generations lot probably seen many movies many dialects many forms new exhilarating director ashok kadaba exuberant script thrilling end brilliant portrayal human emotions unsatisfactory needs others well journey envisage movies witnessed lives bits pieces end left ponder life sum expectations buried feeling right wrong,Drama
tt9104890,woman loses andaa creates huge ruckus entire village finds precious vessel belongs,Drama
tt9084890,nathicharami gowri whose life perplexed physical desires emotional beliefs film narrates struggles protagonist society believes physical desires followed nuptial stuck ordinary life people daily life pattern talk notions contrary finally feels overcome ambiguity situation takes leap film also grave narration nuances women walks life face,Drama
tt9064750,dawn culture surge america young man stephen maroons rural town massachusetts attempts cure social anxiety disorder telemarketing job,Drama
tt9053904,downonhisluck executive puts extensive skill set test devises survival plan amidst chaos supernatural mishaps,Drama
tt9049520,karthik software engineer falls love harika even though harika hates karthik first falls love course time couple decides marry prince noel sean enters scene challenges karthik break love affair marry harika cost,Drama
tt9044650,bonus marathi movie starring gashmeer mahajani pooja sawant prominent roles drama written directed saurabh bhave sanjay memane cinematographer forming part crew,Drama
tt9023136,haingo young single mother madagascar struggles pay school fees sixyear old daughter dance company proposes contract trial period haingo grabs chance leaves family moves capital city tananarive days learn choreography completely new,Drama
tt9012672,unique cinema tour de force cinema everite flesh heir unique psychological thriller delving feminine psyche societal sexuality standards film written directed critically acclaimed offoff broadway writerproducer filmmaker dale johnson trial fire question seven deadly sins erotic neo noir mystery centers around cece blair young theoretical physicist starts paranormal visions upon returning universe bending collider work switzerland benign first visions take dark twist witnesses male patron restaurant suddenly become violent imaginary murderer surreptitiously steals business card starts following pursuit clues cece ultimately reports man murder vision captain local precinct laughs dream charlie black native american female detective trainee believes spirits visions supernatural agrees take case together pursue truth visions past future alternative universe real dream captain discovers lead unknown serial killer suddenly disappears charlie cece left put pieces deadly puzzle together cece unwittingly becomes next victim,Drama
tt8997078,thirteenyearold david kealoha dreams escaping rural hawaii jonah morris white kid phoenix arizona moves neighborhood tragedy strikes irrevocably changing trajectory david life closest,Drama
tt8991518,day night film follows several characters different identities trying strive lives without noticing ending always beginning beauty,Drama
tt8991330,kilian tells stories tells stories experiencing camera much experience left seoul subscriber follows famous video blogger girlfriend trip seoul south korea camera point view set journey discover means experience something killian relationship girlfriend stands competition relationship followers lives two lives afraid futility created noisy foreign seoul two thrown back emptiness arises experience propagated outside world suddenly becomes silent,Drama
tt9891764,even years since country opened world something uniquely special particular japan something seems survive hectic pace hypermodern technology megametropolis tokyo hallmarks age globalization director bianca charamsa made way japan year cherry blossom season get grips country character conversations artists among met actress kaori momoi superstar architect tadao ando cannes awardwinning director naomi kawase cultural figures artist takahiro iwasaki writer keiichiro hirano two guardians traditional culture soto yen priest tea master although two violent atomic catastrophes bombing hiroshima fukushima nuclear disaster shaken shaped modernday japan artist takahiro iwasaki believes memory th th august slowly fading despite folded cranes left visitors memorial sites natural catastrophes like sea earthquakes also rock japan time time perhaps explains japanese aesthetic wabi sabi incorporates beauty decay much like beauty cherry blossom withers annual festival hanami,Documentary
tt9879080,evening morning meet journey music baltics film gnter atteln carmen belaschk three countries baltic region celebrated th anniversary world focused attention latvia lithuania estonia making excellent opportunity look closely diverse musical culture countries striking recent years many highlyacclaimed musicians exactly countries entering international music scene search ensemble allows one become better acquainted three countries one first comes across kremerata baltica expressly unites talented young musicians latvia lithuania estonia builds bridges within baltic beyond ensemble founded gidon kremer wanted pass many years experience musician next generation artists homeland film accompanies musicians kremerata turn lead composers soloists choirs ensembles instrumentalists three baltic countries wit charm musicians show similarities differences musical culture travel land sea major urban centers musical province also portray eventful history baltic states result varied entertaining picture three small countries enormous musical potential,"Documentary,Music"
tt9878666,documentary built series themes dominate life preadolescents relationships peers adults friendship love school bullying key words introduced us lives children constitute backbone narration stories,Documentary
tt9848240,woman late searching love,Documentary
tt9839624,hero myth unscripted musical road movie,"Documentary,Music"
tt9826830,conspiracy libel historical documentary explores origins antisemitic conspiracy theory,Documentary
tt9826798,blinded artist wonju region south korea prepares final exhibition family,"Comedy,Documentary,Drama"
tt9816364,invisibility breeds extinction protest must loud uncomfortable,"Crime,Documentary,Drama"
tt9814930,union time tells story successful year fight organize union world largest pork slaughterhouse operated smithfield foods tar heel nc,Documentary
tt9809078,focused act committed needs involved penal justice certain limitations film explores difficult connection victims trying rebuild lives perpetrators disposed taking responsibility restorative justice encourages parties manage conflicts helping free status intimate emotional film barriers reality fiction fade away,Documentary
tt9785996,love follows people journey overcome grief loss days become tribe sharing healing darkest fears wounds,Documentary
tt9782778,gidon kremer finding voice violinist century stranger entertainment gidon kremer exception industry aimed currently market value marketing mass appeal true artist called swim waves popularity dive deep waters human souls great musician says film invites one deal conceptual world art great intellectual seeks find drives behind making music deep meaning music hidden,"Biography,Documentary,Music"
tt9776638,frazer river one beautiful rivers canada yet many people share concerns river brought natural prosperity threat human activities industrialization streams providing fresh water filled gravel extraction dredging contamination dumping barriers along river banks polluting altering water flow causing degradation ecosystems loss biodiversity recognizing river provides humans clean water food health recreation connectivity nature advocates work restore protect health watershed,Documentary
tt9776096,utopic strokes short documentary making pot religious social political issues intertwine,Documentary
tt9776082,city days plays lectures workshops choreographies volunteers countries delegates working transform world,Documentary
tt9775472,history written victors stories would defeated tell eagle shadow examines stories told spanish artist carlos gimnez groundbreaking autobiographical comic paracuellos stories spain civil war orphans children like gimnez taken wing generalissimo franco social aid boarding schools children dictator utopia marching forty years eagle flag fascist regime inspired gimnez example activists cartoonists come together midst present social upheaval resurgent farright shadows restore spain historical memory memory children social aid forgotten victims europe longest military dictatorship,Documentary
tt9767986,unraveling athena feature documentary chronicles journey women tennis champions pass small child large racket ranked player ultimately wta number one world beyond journey reaching pinnacle film explores ingredients common themes qualities account remarkable achievements women different generations nationalities personalities interweaving lives champions film creates single unified narrative modern day contemporary heroines unraveling athena also introduce us journey brain topic never discussed sports films unraveling athena story journey professional tennis journey life inspire us many levels,"Biography,Documentary,Sport"
tt9759012,linchpins dead dog island film showcasing lives six women working together puerto rico save animals streets abuse confinement wonder women stop nothing rescue animals documentary show realities hurricane maria impacted lives people animals island women working make difference linchpins dead dog island show world animal crisis puerto rico also show courage passion six women giving lives cause tears laughs messy adventures film showcase amazing work save lives real life wonder women,Documentary
tt9742652,diary journey siberian shamans driven rhythm drums,"Documentary,Music"
tt9737370,movie documentary one woman way life find radical freedom human,Documentary
tt9726500,film documents cecilio guillermo escobar gender transition becoming really reconnects family latinx heritage,"Biography,Documentary,Family"
tt9716970,imagine leave secure life follow dream sacrifice endure city like vienna become artist,"Biography,Documentary,Drama"
tt9715914,renowned one greatest performers th century freddie mercury pushed boundaries art music lead band queen international stardom limitless vocal power extravagant performances shocked wowed audiences around world spotlight incredibly private exclusive interviews footage uncover story freddie mercury shy boy zanzibar became one iconic figures modern history,"Documentary,Music"
tt9705266,findiqliq one beautiful jungles iran good shape nowadays faces ecological crisis situation continues like thirty years findiqliq,Documentary
tt9693098,wild russian artist boat captain alexander ponomarev follows bold dream create first biennale antarctica,Documentary
tt9689618,moonface woman war tour professional life war correspondent artist writer christine spengler also journey time due greatest warlike conflicts since second half th century times christine voiceover guiding thread intimate documentary discover photographer essence interview reveals spectator complex personality takes black white war photography current surrealist work christine spengler undoubtedly key figure history world photography chosen woman year palace brussels belgium decorated legion honor france delivered first time woman images around world nacional geografic also chooses londonderry photograph part photos th century throughout career war correspondent christine traveled inseparable nikon important war conflicts second half th century northern ireland vietnam cambodia iraq iran afghanistan,"Biography,Documentary,History"
tt9679380,refuges welcome scream thousands people streets barcelona facing refugee crisis would like welcome homes two families barcelona guts,Documentary
tt9676198,toxic bees human intervention sequel taiwan public television service toxic bees nature mayday continues tackle environmental sustainability issues apart tracing mystery bees disappearing worldwide film builds stronger scientific links pollution human health bees documentary took months investigate pesticide misuse revealing difficulties pressures faced beekeepers committed environmental protection scientists supporting pesticide control scholars concerned public health also portrays people acting conscience advocate new ideas fighting oligopolies control agricultural supply chain furthermore documentary extends reach taiwan countries filled controversy pesticide use japan united state interviewing people site film covers contested issues angles,Documentary
tt9675928,couple late sixties travel europe caravan refurbished mobile nursing home room director fanny bruning devoted deeply intimate film parents,Documentary
tt9672536,mingye guo faded star whose life came back coincidental reunion went back school chan chu mumu sun han mei female assistant missing even jin su exgirlfriend accidental death doubtful misfortunes happen one another woman around real culprit behind scenes things people bring murderer justice spiritual forgiveness murderer reflects virtue human love,"Adventure,Documentary,Horror"
tt9662300,leader qiang tribe returned ancestral home invite deities new one migration wenchuan earthquake,Documentary
tt9662290,nigerian lesbian narrates journey selfdiscovery takes us experiences see firsthand homosexual unforgivingly homophobic society total alienation come despised ostracized ridiculed ones love story rejection loss also powerful story triumph comes love,Documentary
tt9660010,max traumatised war veteran finds healing working traumatised exracehorse,Documentary
tt9654236,love work seasoned wrestler,"Biography,Documentary"
tt9649770,years ago distant village twin sisters separated one grown biological parents knows everything adopted twin idea past adopted better life differences lives issue stops happiness,Documentary
tt9648984,history repeats every summer since years ago american state utah salt lake bonneville awaits patiently burning wheels motorcycles cars ready speed world records edition special among hundreds pilots present also young butcher olivone switzerland small town population people tiziano vescovi motorbike made ticino support blenio valley team launched try conquer coveted title done,"Adventure,Documentary,Sport"
tt9648786,charles curtis blackwell oakland poet painter playwright teacher takes us intimate journey past present challenging upbringing california mississippi current creative life follow discusses loss love pain redemption prism artistic endeavors,"Biography,Documentary"
tt9648382,nurse wants performer passionate performance teacher best performers world small town mountains,Documentary
tt9643796,visually fascinating first time film maker logan macdonald follows chronicles exploits art life artist sells streets los angeles las vegas salt lake artist mike fahl claims spiritual epiphany leaped roof towards cloudladder falls breaking feet spine documentary speaks event furthers exploration mind expansive variations visual art work produced psychotic drug using personality documentary captures semidystopic artwork semiamiable personality functionally schizoaffective personality artists friends craftspeople family make commentary around evolving situation concerning influential artist one left empathizing openedended struggle american posterity fightclub type masochism mixed entangled influences lowbrow surreal classical western artwork emanates mike fahl artists working define well garnering adoration public enjoy film people interested spirituality masochism psychology perils street artists intrigued film see,"Biography,Documentary"
tt9641244,alternative facts lies executive order documentary feature film false information political influences led world war ii incarceration japanese americans,"Documentary,History"
tt9635722,epic journey europe find new vision continent generation ymake europe great vol mega inspiring entertaining documentary trilogy finding new vision europe era disbelief sapsalampi alavus finland ike novikoff decided cut sell woods planted greatgrandfather fund search new vision europe,"Adventure,Documentary"
tt9627094,journey creator documentary tries find origin creation driving freeway puzi chiayi county wu yaotung tom continue conversation left unfinished two decades ago dialogue falters clearly live two different worlds traversing journey years dark spectre entangled within depths mind never driven away,Documentary
tt9627018,low budget ethnographic documentary intends present honest approximation lives recent past wikina wos ethnic group narrate lets us dive daily struggles thoughts,"Documentary,History"
tt9623376,path story jerry vezzuso salesman brooklyn decides take destiny arts whatever takes,"Documentary,Drama"
tt9621078,nighttime barcelona terrorist attack la rambla one city important touristic areas presence police carrying police operation alter night life place trying get track tense puzzling night injured barcelona lived,"Documentary,Drama,History"
tt9621072,loida zabala elite athlete modality parapowerlifting participated three paralympic games raises twice weight people still ask selfsufficient woman,Documentary
tt9621054,bcquer witches feature documentary romantic spanish poet bcquer time around trasmoz witches village doomed village church spain,"Documentary,Drama,History"
tt9621052,andrea motis silent trumpeter alliance ideas hard combine way across world fame valued professional success film life changes fears contradictions jazz lot jazz,"Documentary,Drama,Music"
tt9621046,miner son travels buenos aires ignoring time begins another trip trip memory finds worldclass historical event happened near hometown none history classes never mentioned events events never mentioned history classes young man navigates sides ocean chasing tale revolution completely ignores although heard stories elders native town,Documentary
tt9606802,new phenomenon swept schools across america vaping bathrooms classrooms hallways proms sensationalized media nicoteen gives raw perspective vaping seen unfiltered teen perspective,"Documentary,History"
tt9604418,film celebration one america greatest choral directors,"Documentary,Music"
tt9580316,real story behind swimming pigs exuma got put learned swim,"Adventure,Documentary,Family"
tt9572670,hidden star hollywood flies radar helps people daily basis,"Biography,Documentary"
tt9568756,mockumentary film worker used simple camera shoot young man fung chi shing often lingered evening see behavioral changes values views society hopes understanding inner world visits people called understand background reasons behavior ideas,Documentary
tt9566964,film interior world aged people,Documentary
tt9560438,alternative music lima grita lima screams displays constellation moments become intertwined develop musical dialogue within space,"Documentary,Music"
tt9559626,nader vakili iranianamerican plant geneticist spends adult life traveling world wife mary jane six children six tons tropical hardwood wife suffering alzheimer faces mortality towering wood pile persistence creative expression seen perspective children nader manifested elaborate wood sculptures surround rural florida workshop picking hammer chisel starts carve,Documentary
tt9547790,borderlanders documentary film following motorcycle ride along texasmexico border taken march day chronicles interviews borderlanders sharing views everyday life like along border opinions proposed wall,"Adventure,Documentary,History"
tt9546244,five identical brothers embark lifelong struggle personal independence one another,"Biography,Documentary,Drama"
tt9540838,filmmaker allison quiller explores growth professional youth theater program created peers sixteen years,"Documentary,Family"
tt9534442,take ground journey two critical elections mexican general election united states midterm elections west virginia richard ojeda former major us army us presidential candidate runs congress democrat deeply republican district flip red seat blue group excoal miners learn computer coding find employment new digital economy group young woman band together following depths opioid addiction successfully restart lives meanwhile side border mexico spent much last century dominated political party andres manuel lopez obrador began shocking rise behind new movement withstand pressures corruption political violence misty mountains west virginia indigenous villages oaxaca democracy looks like breaking point,Documentary
tt9504436,baby named sarah diagnosed blindness parents realize right eye slight sight look realities start record whole life daughter growing one day sarah struggles release pigeon cage another day walks around serenely life painted various brilliant times,Documentary
tt9500236,take breath make move shape changes,Documentary
tt9484580,daughters polo god set manipur india unique story girls horses empowering story saving endangered breed pony empowering women sport polo time,"Documentary,Sport"
tt9475908,rhonda ivey former crack addict makes full recovery help local community programs,Documentary
tt9471206,three grandmothers explore unknown poignant surprising times hilarious look happens creative process every body dances,"Comedy,Documentary,Family"
tt9465358,short documentary exactly happens body night consuming many substances,"Documentary,News"
tt9464436,magnolia rett syndrome define fact part story,Documentary
tt9461382,colette year old french woman works fortune teller apartment madrid lives alone spending live videocalls sporadic encounters young neighbour peculiar relationship past floats ambience,"Documentary,Mystery"
tt9455514,three locals lead us history folklore devil bridge central wales,Documentary
tt9450410,psychological documentary focuses rooting causes increasing crimes among people warns audience anyone position defendants film,"Crime,Documentary"
tt9449706,quilla experiences joys struggles balancing motherhood life electronic musician collage artist sweet surrealist synthladen documentary,"Documentary,Music"
tt9447006,brother finds black berlin,Documentary
tt9446774,documentary el austriaco portrays nathalie arrested airport police bogot accused drug smuggling unsuspecting misused drug courier finally sentenced seven years imprisonment colombia supposed smuggler father robert leaves normal life austria behind fights every means disposal free nathalie claws colombian justice film country contrasts uncompromising fatherly love,Documentary
tt9431330,canons modern film criticism unable appreciate melodramatic performance forms song dance inferior form storytelling western audiences love aspects popular indian cinema western critics dismiss pastiche standardised parameters reviewing diverse national cinemas sets benchmarks films colonised nations suffer postcolonial racism culture influence film criticism many questions exploring alternate perspectives film reviewing indian way filmmaking shape interviewsdriven drama thoughtprovoking ideation documentary international scholars critics writers curators actors filmmakers two continents come together discuss universal pleasures indian cinema debate fundamental misconceptions around reception review unique narrative attributes world mostprolific much loved film industry fast emerging st century influential national cinema hollywood,Documentary
tt9429520,film follows individuals across wide spectrum political philosophical beliefs engage debate concerning gun legislation oregon aftermath shooting clackamas town center mall oregon,Documentary
tt9428090,vision important sense easily take granted hardly reflecting loss would mean documentary takes us heart unwelcome terrifying journey interweaving dramatic recounting eight individuals connected dining dark restaurants lost sight overcame tremendous trials tribulations yet message emerges less lost profound insights gained hardearned wisdom remarkable individuals offer gift transform outlook give new meaning lives discover truly means see,Documentary
tt9427536,stand corrected dannemora takes depth look notorious escape clinton correctional facility new york state largest maximum security prison film gives voice current corrections officers whose lives impacted fallout speak media per state law including interviews retired officers state officials local law enforcement film explores circumstances led escape consequences stand corrected dannemora offers alternative narrative ben stiller current showtime limited series escape dannemora,"Crime,Documentary,News"
tt9424540,ten days art tvhour documentary offering rare intimate experience renowned international artist arthur secunda struggles paint due parkinson disease poor vision,"Biography,Documentary,Drama"
tt9423158,recover confidence someday,"Documentary,Drama"
tt9420548,since early wild man ludo mich actively operating fringes fringes fringes antwerp underground art scenesince early wild man ludo mich actively operating fringes fringes fringes antwerp underground art scene ludo produced significant body work across visual art holographic sculpture film performance science philosophy,Documentary
tt9419672,film documentary police officer shot forehead arresting armed thief,"Biography,Crime,Documentary"
tt9419670,banu today continues swim cheerful first touched waters toddler untouched failures negativity around keeps adding volley state level international medals ultimate dream participate olympics hear words take mark standing starting block may little girl ordinary family realize dream everyone wish,"Documentary,Sport"
tt9418304,told wwii us eighth air force bombardier lt charles woehrle one prisoners stalag luft iii depicted movie great escape age remarkable man gifted storyteller relives flying bombing missions mighty eighth shot capture nazi surviving two long years uncertainty tremendous hardship pow saga filled grit grace charles woehrle one thousands heroes greatest generation much teach us war life,"Documentary,War"
tt9415116,six black men speak sexually abused terrifying chronicle guilt forgiveness hope,Documentary
tt9413896,nyapala minute documentary follows byson kaula malawian man convicted murdering farm worker sentenced years maximumsecurity prison released starts captivating account appointed prison senior nyapala position trust made bridge prisoners prison authorities film places us alongside byson goes post release work prison fellowship malawi organisation works improve lives prisoners suffering country overcrowded prisons byson understand many issues facing criminal justice system malawi death penalty generally taken byson world recounts horrors endured death row country maximumsecurity prison including death wife attempt suicide coming moments away executed machine kills like chicken two occasions celebrate relief release brought mother tried could get prison,Documentary
tt9412468,september samira comes iran sarajevo bh first time shoot documentary tries connect country people order find people traveled far places like attempts visit refugee center finds closed gates nt allowed see,Documentary
tt9408742,author film finds ideas improvisation one boxes kept hidden long characters story wants free decided use metaphor move atavistic themes trace open channel communication society film divided questions answers sit front actor director listen answers take us history,"Biography,Documentary"
tt9408052,feb ross cordaro gifted athlete freshman football player dunmore bucks injured freak wrestling accident left quadriplegic chances walking slim years old time led becoming youngest patient allied services medical care physical therapy hard work determination ross took first steps nine months accident prior annual thanksgiving morning game bucks west scranton invaders ross surprised scranton memorial stadium crowd walking midfield emotional scene film shows ross setbacks triumphs present day ross cordaro nt quit attitude continues inspiration many,Documentary
tt9386390,power education one woman vision determination transform lives girls china rural shaanxi province,Documentary
tt9382590,sheep sheep seasons sweeps us year life ewes ram lambs bond separate learn sheep grow lose wool original cello score compelling videography make story unforgettable,Documentary
tt9381320,wind whips caribbean sea railing malecon fishermen stand cast fishing rods kissing lovers photograph mouldy facades formerly magnificent buildings waterfront wet laundry hanging days unwilling dry winter havana four people four destinies unique city accompanied magical images picturesque architecture nature far removed advertisements promising romance sun beach cigars vintage nostalgia film offers insights reality life idiosyncratic socialist island state still embargo united states cubans respond solidarity zest life clenched fist outstretched arm calling viva la revolucin,"Biography,Documentary"
tt9378944,failed attempt make documentary sudanese woman bleaches skin filmmaker eiman mirghani turns camera around discover relationship skin color affected life young afroarab woman living middle east,Documentary
tt9377262,combining unseen period footage original scores era syncopated ragtime tells story noble sissle incredible life journey spans harlem hellfighters world war broadway theatre civil rights movement decades black cultural production,Documentary
tt9375212,two americans return russia reconnect orphans worked decade earlier summer camp siberian countryside,Documentary
tt9374320,two lives alexandra kluge one defining actresses new german cinema,"Biography,Documentary"
tt9367778,young woman michoacan mexico shares family salsa recipe reflects current political climate,"Biography,Documentary,Family"
tt9363466,negative imagery african americans affecting races view african americans images affecting african americans view documentary explores tv music media prime reason african americans viewing negatively,Documentary
tt9363072,waking dream weaves together stories undocumented young people sit limbo deportation path citizenship daca deferred action childhood arrivals gave undocumented young people us since small children chance work legally go college start businesses pursue american dream program rescinded trump administration daca recipients suddenly risked losing waking dream follows unfolding fate six young people fight legal status us struggle deportation family members pursue dreams country trying harder harder push know wide eyed hopes younger citizen siblings children well pain sacrifice undocumented parents know fate must go one direction fighting future america,"Documentary,Family"
tt9362706,film tells story school excursion class high school students left footsteps lawyer maximilien robespierre purpose guided president association des amis de robespierre pour le bicentenaire de la rvolution arbr meet trip professor university lille specialist french revolution combining scenes historical fiction lively debates students guide commentaries film show us six scenes life famous arrageois stops departure young deputy tiers versailles represent savetiersmineurs helped write grievances throughout journey high school students discover famous causes defended young lawyer stubborn defender people oppressed gradual emergence political thinking film adopts educational entertaining point view offering viewer objective look makes want know character,"Documentary,History"
tt9196234,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,Western
tt8590114,run erwan young defector meets celia lost soul joins getaway trailed old man institoris sent system track seize dead alive,"Drama,Western"
tt7468604,four west infamous outlaws carry daring bank heist goldrush town bath water posse takes chase things take turn worse bandits realize doublecrossed,Western
